address,square_feet,url,price,price_per_sq_ft,status,number_of_beds,number_of_bathrooms
"1429 Waukegan Rd, Northbrook, IL 60062","1,624",https://www.zillow.com/homedetails/1429-Waukegan-Rd-Northbrook-IL-60062/3337116_zpid/,"$375,000",230.9113300492611,Sold,4,3
"4050 Dundee Rd Apt 204, Northbrook, IL 60062",,https://www.zillow.com/homedetails/4050-Dundee-Rd-APT-204-Northbrook-IL-60062/2078945796_zpid/,"$172,000",172000.0,Sold,2,2
"1010 Woodbine Ln, Northbrook, IL 60062","3,700",https://www.zillow.com/homedetails/1010-Woodbine-Ln-Northbrook-IL-60062/3334386_zpid/,$1.14M,308.1081081081081,Sold,4,5
"4345 Lindenwood Ln, Northbrook, IL 60062","2,812",https://www.zillow.com/homedetails/4345-Lindenwood-Ln-Northbrook-IL-60062/3330693_zpid/,"$630,000",224.0398293029872,Sold,5,4
"1800 Mission Hills Rd Apt 210, Northbrook, IL 60062","2,350",https://www.zillow.com/homedetails/1800-Mission-Hills-Rd-APT-210-Northbrook-IL-60062/3341724_zpid/,"$237,500",101.06382978723404,Sold,2,3
"1121 Cayuga Dr, Northbrook, IL 60062","2,381",https://www.zillow.com/homedetails/1121-Cayuga-Dr-Northbrook-IL-60062/3333178_zpid/,"$540,000",226.79546409071818,Sold,4,3
"13 The Court Of Lagoon Vw, Northbrook, IL 60062","2,280",https://www.zillow.com/homedetails/13-The-Court-Of-Lagoon-Vw-Northbrook-IL-60062/3333679_zpid/,"$397,000",174.12280701754386,Sold,3,3
"1688 Mission Hills Rd, Northbrook, IL 60062",,https://www.zillow.com/homedetails/1688-Mission-Hills-Rd-Northbrook-IL-60062/3341304_zpid/,"$400,000",400000.0,Sold,3,3
"1261 Country Ln, Northbrook, IL 60062","4,760",https://www.zillow.com/homedetails/1261-Country-Ln-Northbrook-IL-60062/3337133_zpid/,$1.11M,233.19327731092437,Sold,5,5
"1970 Big Oak Ln, Northbrook, IL 60062","3,039",https://www.zillow.com/homedetails/1970-Big-Oak-Ln-Northbrook-IL-60062/3336203_zpid/,"$980,000",322.47449819019414,Sold,5,5
"1328 Wessling Dr, Northbrook, IL 60062","2,255",https://www.zillow.com/homedetails/1328-Wessling-Dr-Northbrook-IL-60062/3332398_zpid/,"$514,000",227.9379157427938,Sold,4,3
"2527 Windsor Ln, Northbrook, IL 60062","1,924",https://www.zillow.com/homedetails/2527-Windsor-Ln-Northbrook-IL-60062/3343783_zpid/,"$325,000",168.9189189189189,Sold,4,3
"1935 Kingsley Lot 18.01, Northbrook, IL 60062","2,509",https://www.zillow.com/homedetails/1935-Kingsley-LOT-18-01-Northbrook-IL-60062/2079255800_zpid/,"$508,890",202.82582702271822,Sold,3,4
"2428 Center Ave, Northbrook, IL 60062","2,810",https://www.zillow.com/homedetails/2428-Center-Ave-Northbrook-IL-60062/3334997_zpid/,"$905,000",322.06405693950177,Sold,4,5
"2139 Maple Ave, Northbrook, IL 60062","1,644",https://www.zillow.com/homedetails/2139-Maple-Ave-Northbrook-IL-60062/3335506_zpid/,"$510,000",310.2189781021898,Sold,3,3
"1235 Western Ave, Northbrook, IL 60062","6,396",https://www.zillow.com/homedetails/1235-Western-Ave-Northbrook-IL-60062/3335247_zpid/,$1.17M,182.9268292682927,Sold,6,6
"2015 Farnsworth Ln, Northbrook, IL 60062","1,138",https://www.zillow.com/homedetails/2015-Farnsworth-Ln-Northbrook-IL-60062/3339285_zpid/,"$305,000",268.0140597539543,Sold,3,2
"3900 Mission Hills Rd Apt 408, Northbrook, IL 60062","2,400",https://www.zillow.com/homedetails/3900-Mission-Hills-Rd-APT-408-Northbrook-IL-60062/3341925_zpid/,"$525,000",218.75,Sold,2,3
"1195 Long Meadow Rd, Northbrook, IL 60062","3,320",https://www.zillow.com/homedetails/1195-Long-Meadow-Rd-Northbrook-IL-60062/3329037_zpid/,"$520,000",156.6265060240964,Sold,4,4
"3641 Indian Wells Ln, Northbrook, IL 60062","3,636",https://www.zillow.com/homedetails/3641-Indian-Wells-Ln-Northbrook-IL-60062/3331970_zpid/,"$645,000",177.3927392739274,Sold,6,5
"1871 Penfold Pl, Northbrook, IL 60062","3,565",https://www.zillow.com/homedetails/1871-Penfold-Pl-Northbrook-IL-60062/3339480_zpid/,$1.06M,297.3352033660589,Sold,5,6
"3860 Mission Hills Rd Apt 412, Northbrook, IL 60062","1,820",https://www.zillow.com/homedetails/3860-Mission-Hills-Rd-APT-412-Northbrook-IL-60062/3341929_zpid/,"$235,000",129.12087912087912,Sold,2,2
"1871 Penfold Pl, Northbrook, IL 60062","3,565",https://www.zillow.com/homedetails/1871-Penfold-Pl-Northbrook-IL-60062/3339480_zpid/,$1.06M,297.3352033660589,Sold,5,6
"1118 Butternut Ln, Northbrook, IL 60062","5,038",https://www.zillow.com/homedetails/1118-Butternut-Ln-Northbrook-IL-60062/3334565_zpid/,$1.08M,214.37078205637158,Sold,6,5
"1144 Briarwood Ln, Northbrook, IL 60062","2,800",https://www.zillow.com/homedetails/1144-Briarwood-Ln-Northbrook-IL-60062/3334542_zpid/,"$500,000",178.57142857142858,Sold,5,4
"1042 Butternut Ln, Northbrook, IL 60062","4,500",https://www.zillow.com/homedetails/1042-Butternut-Ln-Northbrook-IL-60062/3334559_zpid/,$1.19M,264.44444444444446,Sold,5,5
"1220 Rudolph Rd Apt 1k, Northbrook, IL 60062",,https://www.zillow.com/homedetails/1220-Rudolph-Rd-APT-1K-Northbrook-IL-60062/2079008854_zpid/,"$302,500",302500.0,Sold,2,2
"3900 Mission Hills Rd N Apt 103, Northbrook, IL 60062","2,400",https://www.zillow.com/homedetails/3900-Mission-Hills-Rd-N-APT-103-Northbrook-IL-60062/3341872_zpid/,"$412,700",171.95833333333334,Sold,2,3
"2355 Ridge Dr, Northbrook, IL 60062","3,622",https://www.zillow.com/homedetails/2355-Ridge-Dr-Northbrook-IL-60062/3340583_zpid/,"$620,000",171.17614577581446,Sold,0,a
"1971 Butternut Ln, Northbrook, IL 60062","4,000",https://www.zillow.com/homedetails/1971-Butternut-Ln-Northbrook-IL-60062/3339463_zpid/,$1.00M,250.0,Sold,5,5
"3840 Gregory Dr, Northbrook, IL 60062","3,504",https://www.zillow.com/homedetails/3840-Gregory-Dr-Northbrook-IL-60062/3349831_zpid/,"$665,000",189.78310502283105,Sold,4,4
"1848 Trails Edge Dr, Northbrook, IL 60062","3,148",https://www.zillow.com/homedetails/1848-Trails-Edge-Dr-Northbrook-IL-60062/3338687_zpid/,"$600,000",190.59720457433292,Sold,5,4
"1088 Shermer Rd Apt 104, Northbrook, IL 60062","1,500",https://www.zillow.com/homedetails/1088-Shermer-Rd-APT-104-Northbrook-IL-60062/3335823_zpid/,"$295,000",196.66666666666666,Sold,2,2
"3801 Mission Hills Rd Apt 507, Northbrook, IL 60062","1,348",https://www.zillow.com/homedetails/3801-Mission-Hills-Rd-APT-507-Northbrook-IL-60062/2080622894_zpid/,"$217,000",160.9792284866469,Sold,2,2
"1044 Midway Rd, Northbrook, IL 60062","1,362",https://www.zillow.com/homedetails/1044-Midway-Rd-Northbrook-IL-60062/3337401_zpid/,"$325,000",238.61967694566815,Sold,3,2
"3741 Mission Hills #312, Northbrook, IL 60062","2,400",https://www.zillow.com/homedetails/3741-Mission-Hills-312-Northbrook-IL-60062/2078342527_zpid/,"$220,000",91.66666666666667,Sold,3,3
"1918 Central Ave, Northbrook, IL 60062","1,690",https://www.zillow.com/homedetails/1918-Central-Ave-Northbrook-IL-60062/3339861_zpid/,"$353,000",208.87573964497042,Sold,3,2
"841 Winchester Ln, Northbrook, IL 60062","2,565",https://www.zillow.com/homedetails/841-Winchester-Ln-Northbrook-IL-60062/3333314_zpid/,"$400,000",155.94541910331384,Sold,4,3
"3085 Pheasant Creek Dr Apt 311, Northbrook, IL 60062","1,307",https://www.zillow.com/homedetails/3085-Pheasant-Creek-Dr-APT-311-Northbrook-IL-60062/3332773_zpid/,"$224,750",171.95868400918133,Sold,2,2
"1220 Rudolph Rd Apt 1h, Northbrook, IL 60062","2,300",https://www.zillow.com/homedetails/1220-Rudolph-Rd-APT-1H-Northbrook-IL-60062/2078978402_zpid/,"$330,000",143.47826086956522,Sold,3,3
"3810 Mission Hills Rd Apt 303, Northbrook, IL 60062","2,350",https://www.zillow.com/homedetails/3810-Mission-Hills-Rd-APT-303-Northbrook-IL-60062/3341733_zpid/,"$240,000",102.12765957446808,Sold,2,3
"545 Alice Dr, Northbrook, IL 60062","1,101",https://www.zillow.com/homedetails/545-Alice-Dr-Northbrook-IL-60062/3330535_zpid/,"$270,000",245.2316076294278,Sold,0,a
"1116 Hillside Dr, Northbrook, IL 60062","4,419",https://www.zillow.com/homedetails/1116-Hillside-Dr-Northbrook-IL-60062/3336387_zpid/,"$775,000",175.37904503281285,Sold,4,5
"1604 Highland Ave, Northbrook, IL 60062","1,400",https://www.zillow.com/homedetails/1604-Highland-Ave-Northbrook-IL-60062/3340014_zpid/,"$431,000",307.85714285714283,Sold,4,2
"3530 Tamarind Dr, Northbrook, IL 60062","1,127",https://www.zillow.com/homedetails/3530-Tamarind-Dr-Northbrook-IL-60062/3330331_zpid/,"$295,000",261.75687666370897,Sold,3,2
"3920 Gregory Dr, Northbrook, IL 60062","1,743",https://www.zillow.com/homedetails/3920-Gregory-Dr-Northbrook-IL-60062/3349788_zpid/,"$325,000",186.46012621916236,Sold,4,3
"1853 Central Ave, Northbrook, IL 60062","5,000",https://www.zillow.com/homedetails/1853-Central-Ave-Northbrook-IL-60062/3340094_zpid/,"$250,000",50.0,Sold,6,5
"914 Dorset Dr, Northbrook, IL 60062","3,733",https://www.zillow.com/homedetails/914-Dorset-Dr-Northbrook-IL-60062/3331555_zpid/,"$750,000",200.9107956067506,Sold,4,3
"4126 Bristol Ct, Northbrook, IL 60062","4,030",https://www.zillow.com/homedetails/4126-Bristol-Ct-Northbrook-IL-60062/3331647_zpid/,"$800,000",198.51116625310175,Sold,5,5
"2501 Virginia Ln, Northbrook, IL 60062","2,404",https://www.zillow.com/homedetails/2501-Virginia-Ln-Northbrook-IL-60062/3343801_zpid/,"$380,000",158.06988352745424,Sold,3,4
"4120 Terri Lyn Ln, Northbrook, IL 60062","4,050",https://www.zillow.com/homedetails/4120-Terri-Lyn-Ln-Northbrook-IL-60062/3332022_zpid/,"$550,000",135.80246913580248,Sold,5,4
"2021 Walters Ave, Northbrook, IL 60062","1,650",https://www.zillow.com/homedetails/2021-Walters-Ave-Northbrook-IL-60062/87694003_zpid/,"$229,000",138.78787878787878,Sold,2,2
"1895 Mission Hills Ln, Northbrook, IL 60062",,https://www.zillow.com/homedetails/1895-Mission-Hills-Ln-Northbrook-IL-60062/3341246_zpid/,"$403,500",403500.0,Sold,3,3
"1311 Wildwood Ln, Northbrook, IL 60062","4,370",https://www.zillow.com/homedetails/1311-Wildwood-Ln-Northbrook-IL-60062/3337640_zpid/,"$671,000",153.54691075514873,Sold,4,3
"1455 Shermer Rd Apt 302c, Northbrook, IL 60062",,https://www.zillow.com/homedetails/1455-Shermer-Rd-APT-302C-Northbrook-IL-60062/3336721_zpid/,"$137,000",137000.0,Sold,1, 
"1014 Sussex Dr, Northbrook, IL 60062","1,850",https://www.zillow.com/homedetails/1014-Sussex-Dr-Northbrook-IL-60062/3332809_zpid/,"$340,000",183.78378378378378,Sold,3,3
"316 Southgate Dr, Northbrook, IL 60062","1,169",https://www.zillow.com/homedetails/316-Southgate-Dr-Northbrook-IL-60062/3338115_zpid/,"$308,000",263.47305389221555,Sold,3,2
"1748 Seton Rd, Northbrook, IL 60062","2,424",https://www.zillow.com/homedetails/1748-Seton-Rd-Northbrook-IL-60062/3329357_zpid/,"$395,000",162.95379537953795,Sold,3,3
"3914 Medford Cir, Northbrook, IL 60062","3,244",https://www.zillow.com/homedetails/3914-Medford-Cir-Northbrook-IL-60062/3331885_zpid/,"$548,000",168.9272503082614,Sold,5,3
"3063 Pheasant Creek Dr, Northbrook, IL 60062","1,800",https://www.zillow.com/homedetails/3063-Pheasant-Creek-Dr-Northbrook-IL-60062/3332848_zpid/,"$350,000",194.44444444444446,Sold,3,3
"1549 Shermer Rd, Northbrook, IL 60062","1,400",https://www.zillow.com/homedetails/1549-Shermer-Rd-Northbrook-IL-60062/3336885_zpid/,"$230,000",164.28571428571428,Sold,3,1
"1709 Longvalley Dr, Northbrook, IL 60062","2,241",https://www.zillow.com/homedetails/1709-Longvalley-Dr-Northbrook-IL-60062/3340188_zpid/,"$526,000",234.71664435519858,Sold,4,3
"1464 Lori Lyn Ln, Northbrook, IL 60062","3,380",https://www.zillow.com/homedetails/1464-Lori-Lyn-Ln-Northbrook-IL-60062/3332069_zpid/,"$610,000",180.47337278106508,Sold,5,3
"312 Southgate Dr, Northbrook, IL 60062","1,230",https://www.zillow.com/homedetails/312-Southgate-Dr-Northbrook-IL-60062/3338116_zpid/,"$315,000",256.0975609756098,Sold,3,2
"1765 Provenance Way, Northbrook, IL 60062",,https://www.zillow.com/homedetails/1765-Provenance-Way-Northbrook-IL-60062/255363104_zpid/,$1.44M,1440000.0,Sold,-,f
"1030 Sussex Dr, Northbrook, IL 60062","1,600",https://www.zillow.com/homedetails/1030-Sussex-Dr-Northbrook-IL-60062/3332835_zpid/,"$300,000",187.5,Sold,3,3
"1761 Shawnee Trl, Northbrook, IL 60062","1,976",https://www.zillow.com/homedetails/1761-Shawnee-Trl-Northbrook-IL-60062/3340206_zpid/,"$341,000",172.57085020242914,Sold,4,3
"3560 Bayberry Dr, Northbrook, IL 60062","2,145",https://www.zillow.com/homedetails/3560-Bayberry-Dr-Northbrook-IL-60062/3330389_zpid/,"$355,000",165.5011655011655,Sold,3,3
"2845 Farmington Rd, Northbrook, IL 60062","1,350",https://www.zillow.com/homedetails/2845-Farmington-Rd-Northbrook-IL-60062/3342627_zpid/,"$325,000",240.74074074074073,Sold,3,2
"36 Chestnut Rd, Northbrook, IL 60062","2,728",https://www.zillow.com/homedetails/36-Chestnut-Rd-Northbrook-IL-60062/3329990_zpid/,"$370,000",135.63049853372434,Sold,4,4
"1530 Woodlark Dr, Northbrook, IL 60062","5,000",https://www.zillow.com/homedetails/1530-Woodlark-Dr-Northbrook-IL-60062/3337716_zpid/,$1.19M,238.0,Sold,4,6
"1115 Taylor St, Northbrook, IL 60062","3,037",https://www.zillow.com/homedetails/1115-Taylor-St-Northbrook-IL-60062/159463798_zpid/,"$628,500",206.94764570299637,Sold,3,3
"2815 Beckwith Ct, Northbrook, IL 60062","3,020",https://www.zillow.com/homedetails/2815-Beckwith-Ct-Northbrook-IL-60062/3334045_zpid/,"$610,000",201.98675496688742,Sold,4,3
"913 Bromley Pl #12a1, Northbrook, IL 60062",,https://www.zillow.com/homedetails/913-Bromley-Pl-12A1-Northbrook-IL-60062/65553939_zpid/,"$225,000",225000.0,Sold,2,2
"913 Bromley Pl Unit 913, Northbrook, IL 60062",,https://www.zillow.com/homedetails/913-Bromley-Pl-UNIT-913-Northbrook-IL-60062/2079626241_zpid/,"$225,000",225000.0,Sold,2,2
"3111 Toulon Dr #a1, Northbrook, IL 60062",,https://www.zillow.com/homedetails/3111-Toulon-Dr-A1-Northbrook-IL-60062/3333799_zpid/,"$225,200",225200.0,Sold,2,2
"1044 Butternut Ln, Northbrook, IL 60062","1,498",https://www.zillow.com/homedetails/1044-Butternut-Ln-Northbrook-IL-60062/3334560_zpid/,"$345,000",230.30707610146862,Sold,3,2
"2044 Meadowview Ct, Northbrook, IL 60062","3,068",https://www.zillow.com/homedetails/2044-Meadowview-Ct-Northbrook-IL-60062/58356008_zpid/,"$800,000",260.7561929595828,Sold,4,2
"3717 Provenance Way, Northbrook, IL 60062",,https://www.zillow.com/homedetails/3717-Provenance-Way-Northbrook-IL-60062/306331718_zpid/,"$489,500",489500.0,Sold,-,f
"2044 Meadowview Ct, Northbrook, IL 60062","3,068",https://www.zillow.com/homedetails/2044-Meadowview-Ct-Northbrook-IL-60062/58355876_zpid/,"$800,000",260.7561929595828,Sold,3,4
"4221 Yorkshire Ln, Northbrook, IL 60062","3,200",https://www.zillow.com/homedetails/4221-Yorkshire-Ln-Northbrook-IL-60062/3331628_zpid/,"$732,500",228.90625,Sold,5,2
"610 Ballantrae Dr Apt C, Northbrook, IL 60062","2,600",https://www.zillow.com/homedetails/610-Ballantrae-Dr-APT-C-Northbrook-IL-60062/2127676629_zpid/,"$310,000",119.23076923076923,Sold,3,3
"2296 Farnsworth Ln, Northbrook, IL 60062","2,204",https://www.zillow.com/homedetails/2296-Farnsworth-Ln-Northbrook-IL-60062/3339542_zpid/,"$535,000",242.7404718693285,Sold,4,4
"1280 Rudolph Rd, Northbrook, IL 60062","1,100",https://www.zillow.com/homedetails/1280-Rudolph-Rd-Northbrook-IL-60062/3329829_zpid/,"$140,000",127.27272727272727,Sold,1, 
"3701 Provenance Way, Northbrook, IL 60062",,https://www.zillow.com/homedetails/3701-Provenance-Way-Northbrook-IL-60062/306331710_zpid/,"$582,000",582000.0,Sold,-,f
"1140 Cayuga Dr, Northbrook, IL 60062","2,381",https://www.zillow.com/homedetails/1140-Cayuga-Dr-Northbrook-IL-60062/3333123_zpid/,"$575,000",241.49517009659806,Sold,4,3
"2009 Milton Ave, Northbrook, IL 60062","1,100",https://www.zillow.com/homedetails/2009-Milton-Ave-Northbrook-IL-60062/3336041_zpid/,"$360,000",327.27272727272725,Sold,3,2
"1696 Central Ave, Northbrook, IL 60062","1,459",https://www.zillow.com/homedetails/1696-Central-Ave-Northbrook-IL-60062/3339998_zpid/,"$275,000",188.48526387936943,Sold,4,2
"915 Bermuda Dunes Pl, Northbrook, IL 60062","3,829",https://www.zillow.com/homedetails/915-Bermuda-Dunes-Pl-Northbrook-IL-60062/3332601_zpid/,"$740,000",193.2619482893706,Sold,4,4
"1762 Tudor Ln, Northbrook, IL 60062","2,800",https://www.zillow.com/homedetails/1762-Tudor-Ln-Northbrook-IL-60062/65553900_zpid/,"$515,000",183.92857142857142,Sold,3,4
"1616 Birch Rd, Northbrook, IL 60062","2,472",https://www.zillow.com/homedetails/1616-Birch-Rd-Northbrook-IL-60062/3338756_zpid/,"$524,000",211.97411003236246,Sold,4,3
"2826 Woodland Dr, Northbrook, IL 60062","3,688",https://www.zillow.com/homedetails/2826-Woodland-Dr-Northbrook-IL-60062/3340981_zpid/,"$610,000",165.40130151843817,Sold,5,3
"101 Pointe Dr #1109, Northbrook, IL 60062","1,563",https://www.zillow.com/homedetails/101-Pointe-Dr-1109-Northbrook-IL-60062/70452519_zpid/,"$249,000",159.30902111324377,Sold,2,2
"1343 Western Ave, Northbrook, IL 60062","1,409",https://www.zillow.com/homedetails/1343-Western-Ave-Northbrook-IL-60062/3335359_zpid/,"$380,000",269.694819020582,Sold,3,2
"2014 Cambria Ct, Northbrook, IL 60062","1,200",https://www.zillow.com/homedetails/2014-Cambria-Ct-Northbrook-IL-60062/62005875_zpid/,"$270,000",225.0,Sold,2,2
"2548 Virginia Ln, Northbrook, IL 60062","2,301",https://www.zillow.com/homedetails/2548-Virginia-Ln-Northbrook-IL-60062/3343808_zpid/,"$480,000",208.60495436766624,Sold,3,4
"1921 Beechnut Rd, Northbrook, IL 60062","1,719",https://www.zillow.com/homedetails/1921-Beechnut-Rd-Northbrook-IL-60062/3329434_zpid/,"$340,000",197.7894124490983,Sold,0,a
"1 The Court Of Harborside Penthouse 3, Northbrook, IL 60062",,https://www.zillow.com/homedetails/1-The-Court-Of-Harborside-PENTHOUSE-3-Northbrook-IL-60062/2079062530_zpid/,"$297,000",297000.0,Sold,2,2
"108 Poplar Ct, Northbrook, IL 60062","1,559",https://www.zillow.com/homedetails/108-Poplar-Ct-Northbrook-IL-60062/3279081_zpid/,"$430,000",275.8178319435536,Sold,3,2
"1017 Longaker Rd, Northbrook, IL 60062","1,235",https://www.zillow.com/homedetails/1017-Longaker-Rd-Northbrook-IL-60062/3337338_zpid/,"$325,000",263.1578947368421,Sold,4,2
"724 Greenwood Rd, Northbrook, IL 60062","6,512",https://www.zillow.com/homedetails/724-Greenwood-Rd-Northbrook-IL-60062/3330056_zpid/,$1.25M,191.95331695331694,Sold,7,7
"3724 Provenance Way, Northbrook, IL 60062",,https://www.zillow.com/homedetails/3724-Provenance-Way-Northbrook-IL-60062/306331772_zpid/,"$484,900",484900.0,Sold,-,f
"3738 Oak Ave, Northbrook, IL 60062","1,371",https://www.zillow.com/homedetails/3738-Oak-Ave-Northbrook-IL-60062/3332291_zpid/,"$290,000",211.5244347191831,Sold,0,a
"3518 River Falls Dr, Northbrook, IL 60062","2,707",https://www.zillow.com/homedetails/3518-River-Falls-Dr-Northbrook-IL-60062/3333593_zpid/,"$520,000",192.0945696342815,Sold,4,3
"990 Kensington Dr #0, Northbrook, IL 60062","1,250",https://www.zillow.com/homedetails/990-Kensington-Dr-0-Northbrook-IL-60062/2079375012_zpid/,"$247,000",197.6,Sold,2,2
"1433 Church St, Northbrook, IL 60062","4,000",https://www.zillow.com/homedetails/1433-Church-St-Northbrook-IL-60062/3336928_zpid/,$1.01M,252.5,Sold,5,5
"2045 Lavigne Ln, Northbrook, IL 60062","4,200",https://www.zillow.com/homedetails/2045-Lavigne-Ln-Northbrook-IL-60062/3340564_zpid/,"$775,000",184.52380952380952,Sold,5,6
"3050 Pheasant Creek Dr Apt 109, Northbrook, IL 60062","1,700",https://www.zillow.com/homedetails/3050-Pheasant-Creek-Dr-APT-109-Northbrook-IL-60062/2088665216_zpid/,"$260,000",152.94117647058823,Sold,3,2
"1280 Rudolph Rd Apt 2a, Northbrook, IL 60062",,https://www.zillow.com/homedetails/1280-Rudolph-Rd-APT-2A-Northbrook-IL-60062/3329785_zpid/,"$280,500",280500.0,Sold,2,2
"322 Powder Horn Dr, Northbrook, IL 60062","2,669",https://www.zillow.com/homedetails/322-Powder-Horn-Dr-Northbrook-IL-60062/3329875_zpid/,"$545,000",204.1963282128138,Sold,5,4
"1971 Glendale Ave, Northbrook, IL 60062","4,030",https://www.zillow.com/homedetails/1971-Glendale-Ave-Northbrook-IL-60062/3339439_zpid/,$1.16M,287.8411910669975,Sold,4,5
"1130 Meadow Rd, Northbrook, IL 60062","2,362",https://www.zillow.com/homedetails/1130-Meadow-Rd-Northbrook-IL-60062/3334432_zpid/,"$417,500",176.75698560541915,Sold,4,4
"1913 Thornwood Ln, Northbrook, IL 60062","1,250",https://www.zillow.com/homedetails/1913-Thornwood-Ln-Northbrook-IL-60062/3335978_zpid/,"$358,000",286.4,Sold,3,2
"2140 Clover Rd, Northbrook, IL 60062","3,092",https://www.zillow.com/homedetails/2140-Clover-Rd-Northbrook-IL-60062/3340939_zpid/,"$545,000",176.26131953428202,Sold,5,4
"1250 Rudolph Dr #2a, Northbrook, IL 60062","1,810",https://www.zillow.com/homedetails/1250-Rudolph-Dr-2A-Northbrook-IL-60062/3329714_zpid/,"$345,000",190.60773480662982,Sold,2,2
"2136 Farnsworth Ln, Northbrook, IL 60062","1,590",https://www.zillow.com/homedetails/2136-Farnsworth-Ln-Northbrook-IL-60062/3339554_zpid/,"$555,750",349.52830188679246,Sold,3,2
"621 Michelline Ln, Northbrook, IL 60062","3,018",https://www.zillow.com/homedetails/621-Michelline-Ln-Northbrook-IL-60062/3331055_zpid/,"$590,000",195.4937044400265,Sold,4,3
"2204 Washington Dr, Northbrook, IL 60062","2,920",https://www.zillow.com/homedetails/2204-Washington-Dr-Northbrook-IL-60062/159463800_zpid/,"$460,000",157.53424657534248,Sold,4,3
"2727 Koepke Rd, Northbrook, IL 60062","2,764",https://www.zillow.com/homedetails/2727-Koepke-Rd-Northbrook-IL-60062/3338926_zpid/,"$585,000",211.64978292329957,Sold,4,4
"1250 Rudolph Dr #3k, Northbrook, IL 60062","1,600",https://www.zillow.com/homedetails/1250-Rudolph-Dr-3K-Northbrook-IL-60062/3329737_zpid/,"$252,500",157.8125,Sold,2,2
"1609 Dunhill Ct, Northbrook, IL 60062","4,236",https://www.zillow.com/homedetails/1609-Dunhill-Ct-Northbrook-IL-60062/3338695_zpid/,"$950,000",224.2681775259679,Sold,5,6
"809 Cedar Ln, Northbrook, IL 60062","1,098",https://www.zillow.com/homedetails/809-Cedar-Ln-Northbrook-IL-60062/3334762_zpid/,"$367,000",334.24408014571947,Sold,3,2
"728 Picardy Cir, Northbrook, IL 60062","1,388",https://www.zillow.com/homedetails/728-Picardy-Cir-Northbrook-IL-60062/3331101_zpid/,"$318,000",229.10662824207492,Sold,2,3
"1 Timber Ln, Northbrook, IL 60062","2,360",https://www.zillow.com/homedetails/1-Timber-Ln-Northbrook-IL-60062/3336235_zpid/,"$482,500",204.44915254237287,Sold,3,3
"2628 Maple Ave, Northbrook, IL 60062","4,746",https://www.zillow.com/homedetails/2628-Maple-Ave-Northbrook-IL-60062/3335196_zpid/,$1.22M,257.0585756426464,Sold,5,6
"2036 Farnsworth Ln, Northbrook, IL 60062","4,366",https://www.zillow.com/homedetails/2036-Farnsworth-Ln-Northbrook-IL-60062/3339561_zpid/,$1.35M,309.2075125973431,Sold,5,5
"1133 White Mountain Dr, Northbrook, IL 60062","2,026",https://www.zillow.com/homedetails/1133-White-Mountain-Dr-Northbrook-IL-60062/3333195_zpid/,"$465,000",229.5162882527147,Sold,4,2
"1853 Holly Ave, Northbrook, IL 60062","2,700",https://www.zillow.com/homedetails/1853-Holly-Ave-Northbrook-IL-60062/3340074_zpid/,"$615,000",227.77777777777777,Sold,5,4
"2100 Valencia Dr Apt 404b, Northbrook, IL 60062","1,000",https://www.zillow.com/homedetails/2100-Valencia-Dr-APT-404B-Northbrook-IL-60062/3343920_zpid/,"$105,000",105.0,Sold,1, 
"1940 Brentwood Rd, Northbrook, IL 60062","2,380",https://www.zillow.com/homedetails/1940-Brentwood-Rd-Northbrook-IL-60062/65553877_zpid/,"$420,000",176.47058823529412,Sold,3,3
"1739 Seton Rd, Northbrook, IL 60062","1,864",https://www.zillow.com/homedetails/1739-Seton-Rd-Northbrook-IL-60062/3329359_zpid/,"$300,000",160.94420600858368,Sold,2,3
"2301 Wood Dr, Northbrook, IL 60062","5,631",https://www.zillow.com/homedetails/2301-Wood-Dr-Northbrook-IL-60062/3339676_zpid/,$1.51M,268.15840880838215,Sold,5,7
"2536 Illinois Rd, Northbrook, IL 60062","3,090",https://www.zillow.com/homedetails/2536-Illinois-Rd-Northbrook-IL-60062/3334934_zpid/,"$875,000",283.1715210355987,Sold,5,4
"1612 Provenance Way, Northbrook, IL 60062",,https://www.zillow.com/homedetails/1612-Provenance-Way-Northbrook-IL-60062/258466443_zpid/,"$837,216",837216.0,Sold,-,f
"1413 Coral Pkwy, Northbrook, IL 60062","5,173",https://www.zillow.com/homedetails/1413-Coral-Pkwy-Northbrook-IL-60062/3333722_zpid/,$1.05M,202.97699594046009,Sold,5,6
"3525 Whirlaway Dr, Northbrook, IL 60062","2,539",https://www.zillow.com/homedetails/3525-Whirlaway-Dr-Northbrook-IL-60062/3340696_zpid/,"$625,000",246.1599054745963,Sold,4,3
"2129 Illinois Rd, Northbrook, IL 60062","1,560",https://www.zillow.com/homedetails/2129-Illinois-Rd-Northbrook-IL-60062/3335690_zpid/,"$355,000",227.56410256410257,Sold,3,2
"1116 Crestwood Dr, Northbrook, IL 60062","2,706",https://www.zillow.com/homedetails/1116-Crestwood-Dr-Northbrook-IL-60062/3334368_zpid/,"$678,000",250.55432372505544,Sold,4,3
"1408 Shermer Rd, Northbrook, IL 60062","1,400",https://www.zillow.com/homedetails/1408-Shermer-Rd-Northbrook-IL-60062/87709712_zpid/,"$217,500",155.35714285714286,Sold,2,2
"42 Bridlewood Ln, Northbrook, IL 60062","4,870",https://www.zillow.com/homedetails/42-Bridlewood-Ln-Northbrook-IL-60062/3337689_zpid/,$1.20M,246.4065708418891,Sold,4,6
